collection;rayon;espece_fleur;nb_insecte;nb_espece_insecte;nb_famille_insecte;nb_ordre_insecte;log_nb_insecte;log_nb_espece_insecte;log_nb_famille_insecte;log_nb_ordre_insecte;UA_code_2018_simp;ville;part_dist_centre;bn;bd;bh;bc;bf;bam;bastd;bw;bhw;oso_1;oso_2;oso_3;oso_4;oso_5;oso_6;oso_7;oso_8;oso_9;oso_10;oso_12;oso_13;oso_14;oso_15;oso_16;oso_17;oso_18;oso_19;oso_20;oso_21;oso_23;OSO_F1;OSO_F2;OSO_F3;OSO_F4;log_p11100;log_p11210;log_p11220;log_p11230;log_p11240;log_p11300;log_p12100;log_p12220;log_p13400;log_p14100;log_p14200;log_p21000;log_p23000;log_p31000;log_p50000;UA_F1;UA_F2;UA_F3;UA_F4
2159;500;Leucanthemum_sp;17;12;10;6;1,255272505;1,113943352;1,041392685;0,84509804;21000;Paris;0,565619621;224;0,026386305;0,152081337;0,677080962;0,025324607;134,099625;307,4475203;0,712754252;0,21337135;0,000384437;0,175944145;0,238991866;0,000640729;0,000256292;0,071249049;0;0;0;0;0;0,062406991;0;0;0,442102915;0,006919872;0;0,000640729;0;0;0;-0,725;-1,074;-0,671;-2,046;0;0;0,648845164;0,700446366;0,962407105;0;1,06193477;0,652992006;0;0;0;1,611433621;0;1,470191507;0;-1,824186868;1,113915326;1,544766001;-0,011144517
2183;500;Leucanthemum_sp;8;7;5;5;0,954242509;0,903089987;0,77815125;0,77815125;12400;Paris;0,563114908;22;0,007337044;0,036704942;0,829880387;0,017638701;301,3444737;316,8810074;0,715297183;0,051314255;0;0,028320216;0,455301929;0;0,000512583;0,012558286;0,117894111;0;0;0,05971593;0,070352029;0,25552267;0;0;0;0;0;0;0;0;0;-2,709;-2,896;0,834;0,764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,086437315;-1,606351267;-0,002758347;-1,223447893
2192;500;Leucanthemum_sp;6;5;4;4;0,84509804;0,77815125;0,698970004;0,698970004;12400;Tours;0,185458984;25;0,036285156;0,359757157;0,995077485;0,003632046;1324,716667;1865,73568;0,770732724;0,46677291;0;0,153006052;0,421984028;0,000128146;0,000384437;0,000640729;0;0;0;0,000384437;0;0,320236285;0;0,001409603;0,036137108;0,063304012;0,002050332;0,000128146;0;0;0;-0,984;-0,010;-1,731;1,147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,086437315;-1,606351267;-0,002758347;-1,223447893
2214;500;Leucanthemum_sp;5;4;4;3;0,77815125;0,698970004;0,698970004;0,602059991;14100;Lyon;0,118637523;94;0,062542325;0,666210081;0,816306088;0,014627483;1520,619492;2699,175171;0,718883589;0,926728739;0,000768875;0,106489137;0,366240617;0,04638877;0,005638414;0,00243477;0,00089702;0;0,008713913;0;0;0,095340455;0,046004332;0,000512583;0,004100665;0,00089702;0,00089702;0;0;0;0,315110454;0,693;-1,255;-1,901;3,768;0;0;0;0;0;0;0;0,932198412;0;1,506431523;1,252845713;0;0;0;1,620741718;1,22178898;-2,234835562;1,258954996;-0,89754798
2240;500;Taraxacum_sp;6;5;3;3;0,84509804;0,77815125;0,602059991;0,602059991;11230;Paris;0,683455875;137;0,016944828;0,082897198;0,76026716;0,027101541;157,1372221;150,875011;0,712972072;0,116269908;0;0,113024571;0,118022256;0;0,130964979;0,227715038;0,09457158;0;0;0,020759615;0,03062684;0,200804425;0;0;0,062791428;0,00089702;0;0,000128146;0;0;0;-3,474;-1,906;1,986;-0,287;0;0;0,186930717;1,366752901;0,412078432;0,293310406;0;0,770395434;0;0;0;1,752218378;0;1,164133668;0;-2,772466561;1,268182462;1,340690726;0,450036454
2248;500;Centaurea_sp;4;4;3;3;0,698970004;0,698970004;0,602059991;0,602059991;11220;Angouleme;0,427152223;437;0,053785786;0,238365322;0,567685486;0,046579614;173,4833664;190,506026;0,538399729;0,442729275;0;0,352272728;0,059203347;0;0,02908909;0,136859685;0,004356956;0;0,187349119;0,008585767;0;0,147495784;0;0,014352327;0,045107312;0,007048017;0,008970204;0;0;0;0;-1,359;1,049;1,902;1,556;0;0;1,168797646;1,612350016;0,477490072;0;0;0,708741781;0,551991067;0;0;1,540405461;0,629972554;0;0;-1,723947931;3,015876304;1,497895834;0,052158662
2281;500;Achillea_millefolium;3;2;1;1;0,602059991;0,477121255;0,301029996;0,301029996;12100;Paris;0,102087835;1478;0,30284917;4,417565782;0,232619571;0,08128927;1167,728276;1893,797219;0,337181341;13,10145386;0,32100516;0,137372268;0,516043025;0,008842058;0,001794041;0,000128146;0;0;0;0,000256292;0;0,011020536;0;0;0,003588082;0;0;0;0;0;0;5,297;-2,619;0,616;0,231;1,66064675;0;0;0;0;0;1,592506;1,089763015;0;0,789513505;0;0;0;0;0;2,706215482;-1,991156218;0,311356772;0,542193287
2303;500;Taraxacum_sp;11;8;6;3;1,079181246;0,954242509;0,84509804;0,602059991;12400;Paris;0,559858826;22;0,007337044;0,036704942;0,829880387;0,014923324;301,3444737;316,8810074;0,759125544;0,04835161;0;0,026013592;0,389178711;0;0;0,04818281;0,200291842;0;0,001025166;0,111486822;0,043825854;0,180301102;0;0;0;0;0;0;0;0;0;-2,798;-2,505;0,693;1,400;0;0;0;0;0;0;0;0;0;0;0;1,446521994;0;0;0;-1,625576255;-1,269951756;-0,602279088;-1,616050969
2330;500;Achillea_millefolium;5;4;4;3;0,77815125;0,698970004;0,698970004;0,602059991;12400;Paris;0,104198364;206;0,204496647;4,385923255;0,423275792;0,009522955;2117,820243;4920,362529;0,65638305;6,681956909;0,088164291;0,074068256;0,766055427;0,023194385;0,000128146;0;0;0;0;0;0,001537749;0,02908909;0;0;0,004997685;0,000768875;0;0;0;0;0,011917557;3,611;-3,953;-2,063;0,751;0;0;0;0;0;0;1,573642976;1,222221514;0;0,640192626;1,287909928;0;0;0;0;2,264685135;-1,557290316;1,098301064;-0,020016058
2372;500;Leucanthemum_sp;25;20;16;5;1,414973348;1,322219295;1,230448921;0,77815125;14100;Rennes;0,028823387;1731;0,267673492;2,533798196;0,338228362;0,113031984;367,5451389;776,2979171;0,16006997;15,82931634;0,018709283;0,606385795;0,300758128;0,004869539;0;0;0;0;0,001665895;0,000640729;0,001409603;0,023322531;0,000512583;0,000256292;0,017555971;0,023578822;0,000512583;0,000128146;0;0;0;5,085;0,808;0,191;1,166;1,386392497;1,384101992;0;0;0;0;1,288596622;0,950024913;0;1,438590544;0;0;0;0;0;3,05367358;-1,207815838;-0,296677408;0,081408169
2373;500;Leucanthemum_sp;18;15;11;7;1,278753601;1,204119983;1,079181246;0,903089987;31000;Rennes;0,594912026;14;0,000875195;0,002675673;0,907336635;0,000879802;64,87041667;41,7273298;1;0,002675673;0;0,0257573;0,021272198;0;0,050233143;0;0;0;0;0,000128146;0;0,277435597;0;0;0,28614951;0,296913755;0,016018222;0,026269883;0;0;0;-4,860;1,001;-1,393;-2,334;0;0;0;0;0;0;0;0,42730124;0;0;0;0,867998667;1,411879507;1,592970227;0;-2,461692215;-1,224773374;0,106277957;-0,796498311
2375;500;Leucanthemum_sp;13;11;7;7;1,146128036;1,079181246;0,903089987;0,903089987;21000;Rennes;0,591792189;31;0,00269083;0,008370444;0,859135583;0,006482307;90,5412;66,33775073;0,935116446;0,008951232;0;0,044338437;0,023066239;0;0,024603988;0,005894706;0;0;0;0,004485102;0;0,359961475;0;0;0,319595556;0,187861702;0,014096035;0,015890076;0;0;0;-4,829;1,110;-0,703;-2,014;0;0;0;0;0;0;0;0;0;0;0;1,046331989;1,261198818;1,753706659;0;-2,692876475;-1,266817664;0,168631868;-1,017398961
2378;500;Leucanthemum_sp;15;14;11;7;1,204119983;1,176091259;1,079181246;0,903089987;21000;Rennes;0,590463517;29;0,002511098;0,008003887;0,8423696;0,006891086;87,94673913;68,03017986;0,931334425;0,008593999;0;0,037034128;0,021015907;0;0,022297364;0,014608618;0;0;0;0,005510268;0;0,36918797;0;0;0,343174378;0,159413341;0,013070869;0,014352327;0;0;0;-4,877;1,082;-0,657;-2,003;0;0;0;0;0;0;0;0;0;0;0;1,042653956;1,314199962;1,79325238;0;-2,7116681;-1,263854726;0,16275128;-0,992708659
2407;500;Cirsium_arvense;7;6;5;3;0,903089987;0,84509804;0,77815125;0,602059991;23000;Annemasse;0,286922764;713;0,115957994;1,053743156;0,79256188;0,036129504;209,7501681;914,3938958;0,631080899;1,669743383;0;0,583063264;0,14096035;0,011404974;0;0;0;0;0;0;0;0,053693079;0;0;0,108923907;0,030883131;0,001665895;0,001281458;0,013583452;0,019478157;0,034599359;2,355;2,110;-3,250;-1,557;0,358250679;1,514243372;0;0;0;0;1,318603231;1,190916765;0,004760113;0,89487196;0;0;1,133903853;0;1,133014968;2,66510101;-0,624180388;0,435762143;1,175331509
2409;500;Achillea_millefolium;20;16;14;5;1,322219295;1,230448921;1,176091259;0,77815125;14100;Annemasse;0,27819121;738;0,117073556;1,041685589;0,778190339;0,036031971;213,894039;908,2020911;0,634235942;1,642425982;0;0,588829824;0,147239492;0,012301994;0;0;0;0;0;0;0;0,056640431;0;0;0,096365621;0,028320216;0,001665895;0,001409603;0,013839743;0,019606303;0,034343067;2,438;2,078;-3,262;-1,524;0,480198363;1,507528548;0;0;0;0;1,358398542;1,177571651;0;0,936371428;0;0;1,035015535;0;1,140261069;2,630935009;-1,502368842;-0,595266076;1,149039319
2414;500;Leucanthemum_sp;21;18;9;7;1,342422681;1,278753601;1;0,903089987;12220;Rennes;0,326293884;613;0,089911168;0,501678665;0,806093538;0,05231734;153,8277617;197,9865591;0,453578509;1,106045933;0;0,420189988;0,179532227;0,000128146;0,000128146;0,076759318;0;0;0;0,176456729;0;0,094699726;0,001153312;0,003459936;0,040494064;0,005125831;0,000768875;0,001025166;0;0;0;0,285;2,688;1,788;0,095;0;1,554713965;1,195013615;0;0;0;0;0,795754535;0;0,50523352;0;1,518351471;1,056469754;0;0;0,017696523;1,181767288;-2,1439207;-1,184242922
2423;500;Leucanthemum_sp;27;20;13;7;1,447158031;1,322219295;1,146128036;0,903089987;23000;Rennes;0,367534774;327;0,103656083;0,670387815;0,831690958;0,022523372;347,5305979;688,9047219;0,741878689;0,903635359;0;0,286533947;0,426725422;0,004485102;0,001153312;0,074068256;0,000128146;0;0,000640729;0,100722577;0;0,092777539;0,000128146;0,000128146;0,009482787;0,001665895;0,001025166;0,000128146;0;0;0;0,211;-0,101;0,276;2,852;0;1,074218338;0,598074191;0;0;0;1,705032173;1,101547003;0;0;0;0;1,4013575;0;0;1,028471329;0,009461252;-1,102548144;0,957709853
2432;500;Buddleja_davidii;10;10;6;3;1,041392685;1,041392685;0,84509804;0,602059991;12100;Montpellier;0,180652078;885;0,074231146;0,397732877;0,460422424;0,078309738;167,8375098;151,4815691;0,500884819;0,794060555;0,000128146;0,309087603;0,140447767;0,00909835;0;0,007945038;0;0;0;0;0;0,021144052;0,014096035;0,111743114;0,010251662;0,109564635;0,244502134;0,021656636;0,000128146;0;0,000256292;2,099;4,030;-1,799;-0,903;0;1,27722556;0,805744935;0,347868107;0;0;0,521301431;1,054899887;0,017021516;1,491887342;0;1,392166318;0,663662222;0;0;1,168516561;2,181138354;0,312838998;-0,82180971
2436;500;Leucanthemum_sp;15;14;10;4;1,204119983;1,176091259;1,041392685;0,698970004;14100;Montpellier;0,181140064;799;0,066843249;0,358067937;0,448602056;0,072842506;173,7109287;159,7004589;0,517120452;0,692426563;0,000128146;0,284483615;0,144804723;0,009739079;0;0,008201329;0;0;0;0;0;0,021144052;0,015890076;0,124173253;0,010379808;0,106232845;0,253600484;0,021272198;0,000128146;0;0,000256292;1,918;3,908;-1,992;-0,847;0;1,109416057;0,800285063;0,347868107;0;0;0,521301431;1,030374656;0;1,528296842;0;1,487150431;0,663662222;0;0;0,893630539;1,235875728;-0,743602531;-0,901644809
2442;500;Centaurea_sp;6;6;6;3;0,84509804;0,84509804;0,84509804;0,602059991;21000;Paris;0,678106822;650;0,066454398;0,373979834;0,59827646;0,081248852;151,1525556;256,6648889;0,46116841;0,810939835;0;0,398917789;0,119816297;0;0,016146367;0,025372863;0,000128146;0;0;0;0,002306624;0,19247495;0;0;0,242323656;0,001025166;0;0,000512583;0;0;0,000256292;-0,337;-1,257;1,989;-1,475;0;0,436514381;1,237220296;1,274272912;0,69320206;0;0,882072073;0,871127572;0;0;0,491478231;1,588862149;0;0,884527695;0;-0,564124953;2,274318854;1,694533339;0,04903054
2444;500;Centaurea_sp;10;9;9;5;1,041392685;1;1;0,77815125;21000;Paris;0,678116279;650;0,066303419;0,373008197;0,59827646;0,081357104;151,1525556;256,6648889;0,461207455;0,808764458;0;0,398661498;0,119560006;0;0,016018222;0,025372863;0,000128146;0;0;0;0,002306624;0,192731242;0;0;0,24309253;0,001025166;0;0,000512583;0;0;0,000256292;-0,345;-1,254;1,989;-1,480;0;0,429155737;1,237907006;1,273828093;0,69320206;0;0,880660308;0,870768388;0;0;0,491478231;1,588947433;0;0,88797525;0;-0,567780048;2,274246982;1,694165686;0,046817288
2452;500;Leucanthemum_sp;7;7;6;4;0,903089987;0,903089987;0,84509804;0,698970004;11240;Limoges;0,933060443;825;0,09963848;0,711263984;0,523864009;0,074619192;188,9085359;295,748504;0,35609624;1,997392567;0;0,476061544;0,094315288;0;0,001153312;0,033830484;0,001537749;0;0,000128146;0;0;0,332153842;0,001537749;0,004869539;0,047542082;0,006791726;0,000256292;0;0;0;0,000128146;1,207;1,690;1,868;1,022;0,505426403;1,108604854;1,173498345;0;1,733206597;0;0;0,986695733;0;0,882592882;0;0;0,599558182;0;0;1,295648984;1,003454118;-0,472832894;1,093920471
2460;500;Leucanthemum_sp;6;6;6;3;0,84509804;0,84509804;0,84509804;0,602059991;11100;Paris;0,125483911;906;0,222545984;3,004899795;0,537452904;0,041681891;421,485823;786,7271578;0,342795148;8,765876088;0,151340157;0,470294985;0,372263469;0,001409603;0,000256292;0;0;0;0;0;0;0,000512583;0;0;0,003459936;0,000768875;0;0;0;0;0;5,147;-1,953;0,349;-0,570;1,723726207;1,016642303;0;0;0;0;1,107128968;1,310771234;0;0,684667008;0;0;0;0;0;3,053712796;-1,315368732;-0,109935673;0,355610773
2494;500;Leucanthemum_sp;25;22;16;7;1,414973348;1,361727836;1,230448921;0,903089987;12220;Rennes;0,328377216;464;0,076640416;0,431263932;0,701493895;0,038341051;199,9021206;530,7146211;0,598626556;0,720422319;0;0,356373393;0,204136215;0,000640729;0,000256292;0,099953702;0;0;0,000768875;0,116484507;0;0,123019941;0,001153312;0,004100665;0,081628857;0,004613248;0,001281458;0,001025166;0;0;0,004356956;-0,077;1,827;0,352;1,765;0;1,41941444;1,045900018;0;0;0;1,473182056;1,002003253;0;0,714762286;0;0,220600207;1,349417813;0;0;1,544763346;0,568245995;-1,570043703;0,241982809
2508;500;Leucanthemum_sp;4;4;4;2;0,698970004;0,698970004;0,698970004;0,477121255;11210;Paris;0,141507998;995;0,305055645;6,336353624;0,364411973;0,05017805;1360,150132;1564,671725;0,287795866;22,01683335;0,269362414;0,123276233;0,574477498;0,007688746;0,000384437;0;0;0;0;0;0,000256292;0,000512583;0;0;0;0,000128146;0;0;0;0;0,023322531;5,263;-3,210;-0,412;0,207;1,426669366;1,444745464;0,859074891;0;0,620208297;0;1,095341063;1,108051372;0;1,041271585;0,710175676;0;0;0;0;3,283504311;0,476505917;0,562130159;1,304586121
2521;500;Jacobaea_vulgaris;1;1;1;1;0,301029996;0,301029996;0,301029996;0,301029996;11100;Paris;0,085909866;1235;0,398588756;7,993790023;0,156905244;0,049335078;2442,643544;3531,45144;0,314146989;25,44601829;0,646110984;0,030883131;0,28704653;0,033317901;0;0;0;0;0;0;0;0;0;0;0;0,000128146;0;0;0;0;0,002947353;5,553;-2,789;-1,115;-0,200;1,890672644;0,332086466;0;0;0;0;0;1,253432995;0;0,743855014;0;0;0;0;0;2,284907516;-1,366051323;-0,049998743;-0,28413648
2581;500;Leucanthemum_sp;13;12;10;4;1,146128036;1,113943352;1,041392685;0,698970004;11210;Paris;0,61775999;481;0,047718434;0,204187621;0,584042279;0,070121529;133,6223036;182,5397177;0,539972458;0,37814451;0;0,301270711;0,108411323;0;0,008842058;0,241042198;0;0;0;0,050104997;0;0,184145475;0;0;0,100850723;0,004869539;0;0;0;0;0;-1,052;-0,319;2,880;-1,848;0;1,274709628;1,410029043;0,89454852;0;0;0,43689179;0,716119618;0,528094603;0,299298077;0;1,571580126;0;0,732173747;0;-0,149138237;2,955669736;1,374476175;-1,86575641
2641;500;Heracleum_sphondylium;19;16;11;5;1,301029996;1,230448921;1,079181246;0,77815125;21000;Rennes;0,329821856;792;0,112443831;0,635416667;0,788760028;0,058461141;160,5654524;197,0033667;0,375791394;1,69087605;0;0,484903603;0,203239195;0;0,000128146;0,064713615;0;0;0;0,140704058;0;0,086242105;0,000128146;0,003459936;0,012173848;0,004869539;0,000128146;0;0;0;0;1,386;1,957;2,868;-0,085;0;1,749260353;1,234171052;0;0;0;0;0,785920289;0;0;0;1,348831231;0,421851543;0;0;-0,177653409;1,353312341;-1,982760876;-1,180976677
2716;500;Leucanthemum_sp;13;11;9;4;1,146128036;1,079181246;1;0,698970004;23000;Rennes;0,255741777;440;0,078951724;0,533502061;0,67368368;0,042801607;254,1434962;385,9728256;0,503709429;1,059146466;0;0,323311784;0,183248455;0,000512583;0;0,111358676;0;0;0;0,001153312;0;0,230918682;0,000640729;0,000384437;0,123404379;0,02152849;0,000384437;0;0;0;0,003716227;0,503;1,137;0,169;0,026;0;1,393509719;0;0;0;0;1,188182804;0,763441326;0;0,664739908;0;0,82497856;1,441117107;1,006870044;0,694432915;0,044635963;-1,205996754;-0,372209626;0,041409561
2738;500;Heracleum_sphondylium;12;12;10;4;1,113943352;1,113943352;1,041392685;0,698970004;23000;Rennes;0,254540035;389;0,068537344;0,467130634;0,685399595;0,044049619;230,5959631;374,5460115;0,466732269;1,000853519;0,000128146;0,294478985;0,154671947;0,001281458;0,000512583;0,156594134;0;0;0;0,001153312;0;0,215028606;0,000640729;0,000384437;0,134553061;0,033061609;0,000384437;0;0;0;0,007432455;0,380;0,807;0,185;0,266;0;1,2138562;0;0;0;0;0,282088011;0,455269298;0;0,305647753;0;1,255308903;1,5490613;1,259217885;0,750811038;-1,25399912;-1,26124949;-0,445730494;-0,490453689
14617;500;Centaurea_sp;9;8;6;5;1;0,954242509;0,84509804;0,77815125;21000;Besancon;0,557627671;13;0,000933826;0,003566862;0,815834085;0,023522834;102,9038889;60,80661841;0,829607421;0,004299458;0;0,02242551;0,008457621;0,000128146;0,047542082;0,002306624;0;0;0,000640729;0,27705116;0;0,532317538;0;0;0,044082146;0,032933464;0,001409603;0,000640729;0;0;0,029473528;-4,696;0,728;0,084;-0,575;0;0;0;0;0;0;0;0,051616685;0;0;0;1,646224153;1,699504009;0;0,897198555;-2,395710748;-1,636079481;-1,293812647;-0,307923355
2769;500;Heracleum_sphondylium;21;14;11;4;1,342422681;1,176091259;1,079181246;0,698970004;21000;Paris;0,837114909;13;0,00320128;0,018431312;0,655890047;0,001938386;312,269375;245,2362883;0,985469094;0,018703085;0;0,015890076;0,132118291;0;0,145317306;0,274103807;0,107258011;0;0;0,014736764;0,02486028;0,036008962;0;0;0,227458746;0,011020536;0;0,001025166;0;0;0,00999537;-4,202;-2,532;-0,657;0,107;0;0;0;0;0;0,182547231;0;0;0;0;0;1,71100752;0,320530768;1,684325014;0;-3,315207031;-1,16218833;0,01116705;-0,555709738
2788;500;Jacobaea_vulgaris;11;10;7;4;1,079181246;1,041392685;0,903089987;0,698970004;21000;Paris;0,345117959;379;0,061282598;0,429784687;0,635648464;0,042482712;320,0018553;641,3790971;0,65281572;0,658355296;0,000384437;0,118150402;0,222076624;0,017684117;0,287174676;0,172227918;0,000384437;0;0;0,032164589;0,002562915;0,02729505;0;0;0,118791131;0,000768875;0;0;0;0;0;0,156;-3,304;0,782;0,729;0;0,166753755;0;0;0;0;1,289827004;0,859531419;0;0;0;1,863759729;0,002315056;0,489604058;0;-0,645956079;-0,720209156;-0,510547589;-0,547855516
2792;500;Jacobaea_vulgaris;6;6;4;3;0,84509804;0,84509804;0,698970004;0,602059991;12400;Pau;0,398340457;81;0,047622519;0,358332458;0,55668084;0,009756908;729,8816346;1483,207172;0,836802329;0,428216373;0,000128146;0,120969609;0,43710523;0,027935778;0,000512583;0,001025166;0,000384437;0,000256292;0,004356956;0,029345382;0;0,213619003;0;0,026013592;0,034599359;0,084704356;0,016146367;0,003203644;0;0;0;-0,684;-0,025;-2,715;4,115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,086437315;-1,606351267;-0,002758347;-1,223447893
2803;500;Cirsium_arvense;15;14;10;6;1,204119983;1,176091259;1,041392685;0,84509804;23000;Tarbes;0,407828022;1;0,000264845;0,000741567;1;0;206,675;;1;0,000741567;0;0,034086775;0,060869242;0,002050332;0;0,041262939;0,000384437;0;0,007560601;0,518990378;0;0,211056087;0,000128146;0,00333179;0,043185125;0,044210291;0,031395714;0,000768875;0;0;0;-4,205;1,387;-1,865;2,344;0;0;0;0;0;0;0;0,84940652;0;0;0;1,843881951;1,109665748;0;0;-1,425926025;-0,734589318;-1,331498898;-0,655683309
2829;500;Heracleum_sphondylium;15;13;9;4;1,204119983;1,146128036;1;0,698970004;31000;Bourges;0,606408035;0;0;0;;0;0;;1;0;0;0,000384437;0,001409603;0;0;0;0;0;0;0;0;0,000256292;0;0;0,997742984;0,000256292;0;0;0;0;0;-3,260;-1,954;-1,827;-3,505;0;0;0;0;0;0;0;0;0;0;0;0;0;2,001567644;0;-1,902589988;-1,656452073;1,248582605;-1,59820105
2830;500;Achillea_millefolium;7;7;5;4;0,903089987;0,903089987;0,77815125;0,698970004;32000;Bourges;1,027774603;0;0;0;;0;0;;1;0;0;0,000256292;0,012686431;0;0;0;0;0;0,000384437;0,171715335;0,046132478;0,000128146;0;0,000768875;0,325362116;0,440565165;0;0,001537749;0;0;0,000384437;-4,172;-0,404;-1,998;-1,411;0;0;0;0;0;0;0;0;0;0;0;0;0;1,267406962;0;-1,685265324;-1,643111259;0,915376255;-1,498411995
2854;500;Heracleum_sphondylium;3;3;3;3;0,602059991;0,602059991;0,602059991;0,602059991;23000;Bourges;0,35820187;2;8,79272E-05;0,000233616;1;0;34,3075;33,38604667;1;0,000233616;0;0,000768875;0,040750356;0,001409603;0,048695394;0,211824962;0;0;0,214516023;0,004997685;0,00422881;0,408528722;0;0;0,039725189;0,004100665;0;0,006535434;0;0;0,014096035;-5,462;-1,176;0,262;0,159;0;0;0;0;0;0;0;0,304621132;0;0;0;1,75344651;1,601129956;0;0,676547438;-2,349786066;-1,559239329;-1,31096106;-0,410569909
2863;500;Heracleum_sphondylium;6;6;5;3;0,84509804;0,84509804;0,77815125;0,602059991;21000;Toulouse;0,518924102;7;0,00101906;0,005474408;0,78877313;0,00660576;159,047;68,45783133;0,962312412;0,005688805;0;0,010892391;0,016018222;0;0;0,000128146;0,001537749;0;0,000384437;0;0;0,043954;0,00666358;0;0,785277293;0,047926519;0,046132478;0,04062221;0;0;0;-4,065;1,755;-2,561;-1,208;0;0;0;0;0;0,625821591;0;0;0;0;0;1,003952789;0,730716878;1,922549233;0;-3,207383904;-1,373058793;0,383626577;0,078640137
2887;500;Heracleum_sphondylium;34;23;15;4;1,544068044;1,380211242;1,204119983;0,698970004;14200;Bourges;0,164835476;196;0,020637169;0,077810502;0,749834709;0,035118978;114,8271034;105,8897122;0,678912915;0,114610432;0;0,188502431;0,131093125;0,001665895;0,012814577;0,065098052;0;0;0,005894706;0,012558286;0,003203644;0,436592647;0;0;0,085345084;0,013839743;0;0,000512583;0;0;0,042800688;-2,816;-0,615;1,055;-0,211;0;0;0,703696827;0,730502494;0,257742444;0;0;0,442545253;0,61346923;0;1,155864126;1,303431723;1,623774452;1,001262493;0,572286493;-2,287841544;1,573006956;2,923947882;0,546584724
2894;500;Jacobaea_vulgaris;8;7;6;4;0,954242509;0,903089987;0,84509804;0,698970004;11210;Rennes;0,326750116;637;0,093761539;0,52584122;0,799130272;0,053254431;155,4303148;198,0909499;0,442701007;1,187802175;0;0,42800688;0,183889183;0,000128146;0,000128146;0,074965277;0;0;0;0,171715335;0;0,093290122;0,001025166;0,003459936;0,036905982;0,004997685;0,000256292;0,001025166;0;0;0;0,480;2,525;1,913;0,080;0;1,590403131;1,184087647;0;0;0;0;0,800281093;0;0,474733967;0;1,505466529;0,99218586;0;0;0,082859849;1,174651336;-2,108589833;-1,227238062
15607;500;Centaurea_sp;8;6;5;4;0,954242509;0,84509804;0,77815125;0,698970004;23000;Besancon;0,472551296;44;0,020110247;0,13403579;0,877695603;0,012408866;484,9122857;605,0376364;0,841709661;0,15924231;0;0,05881891;0,03818744;0;0,000768875;0,083038461;0;0,001025166;0,000128146;0,300501836;0;0,298323358;0;0;0,135962665;0,044210291;0,001025166;0;0;0;0,038059294;-3,578;-0,227;-0,665;1,448;0;0,110815394;0;0;0;0;0,795601648;0,278790327;0;0;0;1,503846765;1,521261948;1,342554525;0,991426309;-2,078632643;-1,606114082;-0,224117003;-0,184742601
2922;500;Cirsium_arvense;17;17;12;5;1,255272505;1,255272505;1,113943352;0,77815125;11100;Paris;0,125394156;905;0,221350161;2,979948679;0,552727024;0,041581034;403,9539253;756,2094736;0,342494217;8,700727002;0,149674262;0,476574128;0,367906513;0,001409603;0,000256292;0;0;0;0;0;0;0,000512583;0;0;0,003459936;0,000768875;0;0;0;0;0;5,093;-1,878;0,429;-0,634;1,712799071;1,043956712;0;0;0;0;1,109642342;1,312296645;0;0,726929695;0;0;0;0;0;3,090186319;-1,309693464;-0,115138013;0,339044294
2924;500;Cirsium_arvense;14;14;12;5;1,176091259;1,176091259;1,113943352;0,77815125;11210;Paris;0,619937305;480;0,047474865;0,203199185;0,591264282;0,069680466;133,5693416;183,1277605;0,544812812;0,372970643;0;0,290890903;0,101875889;0;0,018324845;0,329590927;0;0;0;0;0;0,166845796;0;0;0,09213681;0,000384437;0;0;0;0;0;-0,885;-0,858;2,650;-2,176;0;1,451752442;1,572828582;0,086262524;0;0;0,644081554;0,792170509;0,730639579;0,299298077;0;1,267211107;0,536298427;0,403926222;0;0,256633586;2,992158515;0,886276907;-1,090772876
2925;500;Achillea_millefolium;8;8;7;4;0,954242509;0,954242509;0,903089987;0,698970004;12400;Tours;0,152110992;25;0,009434265;0,060324319;0,87607531;0,003277908;325,158913;487,9198846;0,922330466;0,065404235;0;0,113537154;0,310753498;0,001153312;0,004356956;0,015633784;0,000640729;0;0,000512583;0,000256292;0;0,459658886;0;0,006919872;0,081500711;0,00089702;0,003716227;0,00089702;0;0;0;-2,997;-0,424;-1,110;2,283;0;0;0,50567533;0;0;0;0;0,322981161;0;0;0;0,794622573;0,771579558;0,437970372;0;-1,907979008;-0,622276139;-0,275157188;-1,161594665
2932;500;Jacobaea_vulgaris;12;12;7;5;1,113943352;1,113943352;0,903089987;0,77815125;14100;Paris;0,860887231;313;0,034456241;0,144674081;0,449893028;0,083889354;218,7291687;409,228829;0,50339158;0,287398691;0;0,178635207;0,28371474;0;0,001922187;0,071633487;0,009354641;0;0,000256292;0;0,001537749;0,183120309;0;0,000640729;0,242323656;0,0181967;0;0,003716227;0;0;0,004997685;-0,995;-0,899;0,350;0,386;0;0,680980314;0,593430136;1,016397339;0;0;0,704150816;0,72510736;0,447626767;0,339473106;0,701616043;1,717844354;0;1,246711908;0;-0,099149107;1,890244227;2,658518873;-1,688897856
