collection;rayon;espece_fleur;nb_insecte;nb_espece_insecte;nb_famille_insecte;nb_ordre_insecte;log_nb_insecte;log_nb_espece_insecte;log_nb_famille_insecte;log_nb_ordre_insecte;UA_code_2018_simp;ville;part_dist_centre;bn;bd;bh;bc;bf;bam;bastd;bw;bhw;oso_1;oso_2;oso_3;oso_4;oso_5;oso_6;oso_7;oso_8;oso_9;oso_10;oso_12;oso_13;oso_14;oso_15;oso_16;oso_17;oso_18;oso_19;oso_20;oso_21;oso_23;OSO_F1;OSO_F2;OSO_F3;OSO_F4;log_p11100;log_p11210;log_p11220;log_p11230;log_p11240;log_p11300;log_p12100;log_p12220;log_p13400;log_p14100;log_p14200;log_p21000;log_p23000;log_p31000;log_p50000;UA_F1;UA_F2;UA_F3;UA_F4
2942;500;Achillea_millefolium;5;5;4;3;0,77815125;0,77815125;0,698970004;0,602059991;12400;Pau;0,398004049;81;0,048302559;0,362182489;0,574146807;0,009661888;740,9658491;1474,057152;0,834631203;0,433943145;0,000128146;0,122251067;0,435311189;0,02819207;0,000128146;0,001025166;0,000384437;0,000256292;0,003459936;0,038443732;0;0,207211714;0;0,023578822;0,039725189;0,081116274;0,016146367;0,002947353;0;0;0;-0,603;0,085;-2,826;3,953;0;0;0;0;0;0;0,005771447;0,14935229;0;0;0;0;0;0;0;-0,8306125;-1,639096907;0,028539102;-1,00119402
2949;500;Leucanthemum_sp;5;5;3;2;0,77815125;0,77815125;0,602059991;0,477121255;12400;Pau;0,397129043;78;0,04880357;0,364959795;0,56463367;0,009051821;768,2616;1512,73411;0,834804643;0,437179881;0,000128146;0,120841463;0,434286023;0,028960945;0,000128146;0,000768875;0,000256292;0,000256292;0,001922187;0,038571877;0;0,212978274;0;0,025372863;0,038059294;0,079065942;0,015890076;0,002691061;0;0;0;-0,570;0,050;-2,873;3,871;0;0;0;0;0;0;0,02507637;0,167674055;0;0;0;0;0;0;0;-0,81795661;-1,640826061;0,030105468;-0,990094199
2951;500;Cirsium_arvense;12;11;9;4;1,113943352;1,079181246;1;0,698970004;11210;Paris;0,620955166;474;0,049652121;0,222040881;0,588707762;0,066952069;141,5987636;190,8641469;0,564691417;0,393207466;0;0,301783294;0,138781871;0;0,003203644;0,19247495;0;0;0;0,001665895;0;0,237710408;0;0;0,119944443;0,004869539;0;0;0;0;0;-0,863;-0,437;2,512;-1,859;0;1,298938972;1,463995959;0,78104473;0;0;0,724621357;0,796168157;0,730639579;0,299298077;0,402946939;0,705029732;0,725194334;1,370542108;0;0,435481817;2,87717184;2,334023098;-0,952374771
2961;500;Leucanthemum_sp;16;15;11;6;1,230448921;1,204119983;1,079181246;0,84509804;21000;Paris;0,836855378;14;0,003202954;0,018437841;0,676143438;0,002567578;294,9316667;235,2203172;0,980752426;0,018799689;0;0,017555971;0,130580542;0;0,155056385;0,291275341;0,099569265;0;0;0,006407289;0,019350012;0,032549026;0;0;0,22976537;0,009867224;0;0,00089702;0;0;0,00666358;-4,208;-2,511;-0,547;0,043;0;0;0;0;0;0,10797994;0,05219427;0;0;0;0;1,678420375;0,518618476;1,707243148;0;-3,114237468;-1,21828911;0,026202504;-0,312177986
2973;500;Heracleum_sphondylium;22;19;16;5;1,361727836;1,301029996;1,230448921;0,77815125;21000;Rennes;0,301786585;487;0,061047343;0,363797357;0,703493386;0,062679412;172,8411437;185,7243828;0,403874265;0,90076885;0,000256292;0,235788221;0,139294455;0,000128146;0,084319918;0,088676874;0,001025166;0;0,000256292;0,144163994;0;0,219385562;0,000128146;0,002178478;0,06394474;0,016402659;0,001281458;0;0;0;0,002819207;-0,419;1,139;1,765;1,482;0,904060678;1,329072635;0;0;0;0,576586976;0;0,794897279;0;0;0;1,598248547;1,294444026;0,844658599;0;-1,264947807;-0,48329568;-1,071123142;1,091998341
3034;500;Foeniculum_vulgare;10;8;5;3;1,041392685;0,954242509;0,77815125;0,602059991;12100;Paris;0,345179518;382;0,061498579;0,429958424;0,633769759;0,042849672;319,5491824;641,5157373;0,651166594;0,660289438;0,000384437;0,118278548;0,222589207;0,017684117;0,288071696;0,169921294;0,000384437;0;0;0,032164589;0,002562915;0,027679487;0;0;0,119816297;0,000768875;0;0;0;0;0;0,172;-3,304;0,785;0,724;0;0,174634546;0;0;0;0;1,285450814;0,851068969;0;0;0;1,865085975;0,003457927;0,500992102;0;-0,678272886;-0,723765778;-0,514316166;-0,562440136
3043;500;Jacobaea_vulgaris;4;4;4;3;0,698970004;0,698970004;0,698970004;0,602059991;12400;Tours;0,147892124;28;0,009752028;0,061731018;0,840093534;0,002208226;330,8741304;487,8351172;0,941104791;0,065594202;0;0,110077218;0,279357784;0,011404974;0,003459936;0,013070869;0,000512583;0;0,002306624;0,000256292;0;0,481315521;0;0,008329475;0,083935481;0,00089702;0,003459936;0,001153312;0;0;0;-2,921;-0,421;-1,404;2,623;0;0;0,53472761;0;0;0;0;0,356478124;0;0;0;0,844716283;1,281793778;0,892740652;0;-2,159219064;-0,533024994;-0,378774997;-0,905765449
3056;500;Heracleum_sphondylium;22;16;10;5;1,361727836;1,230448921;1,041392685;0,77815125;31000;Bourges;0,861564631;0;0;0;;0;0;;1;0;0;0;0,000384437;0;0,067404676;0;0;0;0;0;0;0,017427825;0;0;0,914448232;0;0;0;0;0;0;-3,781;-2,454;-1,140;-2,843;0;0;0;0;0;0;0;0;0;0;0;0;0;2,001567644;0;-1,902589988;-1,656452073;1,248582605;-1,59820105
3079;500;Heracleum_sphondylium;29;21;14;6;1,477121255;1,342422681;1,176091259;0,84509804;31000;Bourges;0,861469595;0;0;0;;0;0;;1;0;0;0;0,000384437;0;0,019606303;0;0;0;0;0;0;0,013967889;0;0;0,965962832;0;0;0;0;0;0;-3,734;-2,422;-1,198;-2,905;0;0;0;0;0;0;0;0;0;0;0;0;0;2,001567644;0;-1,902589988;-1,656452073;1,248582605;-1,59820105
15867;500;Daucus_sp;23;17;13;5;1,380211242;1,255272505;1,146128036;0,77815125;31000;Besancon;0,537605726;0;0;0;;0;0;;1;0;0;0,005125831;0;0;0;0;0;0;0;0;0;0,179019644;0;0;0,699035188;0,116228216;0,000128146;0;0;0;0;-3,848;-0,626;-2,327;-3,001;0;0;0;0;0;0;0;0,44215051;0;0;0;0;1,200343072;1,922892803;0;-2,146755963;-1,440819984;0,650224868;-0,716014157
3086;500;Heracleum_sphondylium;16;15;10;3;1,230448921;1,204119983;1,041392685;0,602059991;31000;Bourges;0,861730033;0;0;0;;0;0;;1;0;0;0;0,000640729;0;0;0;0;0;0;0;0,000128146;0,008713913;0;0;0,990438675;0;0;0;0;0;0;-3,498;-2,399;-1,598;-3,326;0;0;0;0;0;0;0;0;0;0;0;0;0;2,001567644;0;-1,902589988;-1,656452073;1,248582605;-1,59820105
3092;500;Achillea_millefolium;18;18;15;6;1,278753601;1,278753601;1,204119983;0,84509804;23000;Rennes;0,32306482;404;0,064521954;0,361051559;0,854626195;0,036621874;158,1386486;215,4005289;0,580656364;0,62179902;0;0,33676709;0,155953405;0,000128146;0;0,065610635;0;0;0;0,241426635;0;0,120713318;0,001153312;0,00333179;0,069070571;0,003972519;0,00089702;0,001025166;0;0;0;-0,652;2,383;1,058;0,002;0;1,119777709;1,163783027;0;0;0;0,768619716;0,798964582;0;0,692445243;0;1,402579437;1,559268434;0;0;0,260821328;0,687272117;-1,97409612;-0,334077926
3106;500;Jacobaea_vulgaris;15;14;9;4;1,204119983;1,176091259;1;0,698970004;33000;Caen;0,853972549;268;0,051152346;0,505319181;0,704356881;0,048192567;214,6270455;521,9565143;0,32145526;1,571973595;0,000640729;0,144420285;0,183889183;0,001281458;0;0;0;0;0;0;0;0,000128146;0;0,000256292;0;0,042416251;0;0;0;0,271412746;0,35586081;2,653;0,221;-1,642;-1,351;0,816083788;0;0;0;0;0;0;0,404323885;0;0,635629145;0,296074268;0;0;0;1,531184685;0,848042031;-2,774443186;1,033437649;-0,611822205
3128;500;Daucus_sp;7;6;6;4;0,903089987;0,84509804;0,84509804;0,698970004;21000;Perpignan;0,564679532;109;0,010673488;0,05046702;0,361989102;0,013706182;218,0386585;209,9365004;0,919079746;0,054910382;0,005510268;0,059972221;0,086498396;0,069967592;0;0;0;0;0;0;0;0;0,014736764;0,290890903;0,017043388;0,02152849;0,40558137;0,022553656;0;0;0,005638414;-0,409;1,660;-4,058;-0,341;0;0;0;0;0;0;0;0,986648103;0;0;0;1,78370953;0,459609165;1,076184775;0;-1,558361662;-0,768396789;-0,254773349;-1,102528431
3142;500;Cirsium_arvense;10;10;6;4;1,041392685;1,041392685;0,84509804;0,698970004;31000;Bordeaux;0,199780533;811;0,083140644;0,332658816;0,603025302;0,086687694;164,1443262;203,7032895;0,40508566;0,821206102;0,000128146;0,389306857;0,103157347;0,000128146;0;0,00089702;0,000128146;0;0,001153312;0;0;0,045235458;0;0,00243477;0,180301102;0,267824664;0,003203644;0,003972519;0;0;0,002947353;1,067;1,819;-0,408;-0,616;0;1,480971122;0;0;0;0;0,871699702;0,567316972;0;0;0;0,113482262;0,441035038;1,777429946;0;-0,834746159;-0,643557884;0,109385204;-0,709962748
3191;500;Jacobaea_vulgaris;20;18;10;6;1,322219295;1,278753601;1,041392685;0,84509804;11210;Rennes;0,327924049;690;0,103966694;0,589328451;0,792187773;0,05542683;158,3723486;197,1863214;0,3978156;1,481411115;0;0,441077749;0,191834221;0,000128146;0,000128146;0,075734151;0;0;0;0,162616985;0;0,091496081;0,000640729;0,003459936;0,026526175;0,004997685;0,000128146;0,000768875;0;0;0;0,945;2,380;2,181;0,116;0;1,670727272;1,182370986;0;0;0;0;0,786612758;0;0,29671623;0;1,467495571;0,767197735;0;0;0,108364792;1,202250492;-2,043580187;-1,323599408
3193;500;Jacobaea_vulgaris;18;14;10;4;1,278753601;1,176091259;1,041392685;0,698970004;11210;Rennes;0,328101663;699;0,105412435;0,597807865;0,791904409;0,055933915;158,7461356;196,8921689;0,393807934;1,518018843;0;0,44466583;0,193884554;0,000128146;0,000128146;0,075221568;0;0;0;0,160566653;0;0,091111644;0,000512583;0,003459936;0,024475843;0,004997685;0,000128146;0,000640729;0;0;0;1,007;2,357;2,222;0,114;0;1,676446212;1,187050664;0;0;0;0;0,801067179;0;0,286020388;0;1,459462218;0,73588183;0;0;0,167542973;1,232552378;-2,0344338;-1,314403926
3196;500;Jacobaea_vulgaris;12;10;8;4;1,113943352;1,041392685;0,954242509;0,698970004;11210;Rennes;0,328281407;711;0,106756761;0,606050926;0,786156095;0,055827941;159,095043;199,8060846;0,395104222;1,533901416;0;0,448510203;0,196063032;0,000128146;0,000128146;0,074452694;0;0;0;0,158260029;0;0,090727207;0,000256292;0,003459936;0,022809947;0,004997685;0,000128146;0,000512583;0;0;0;1,076;2,232;2,223;0,110;0;1,682375134;1,192052415;0;0;0;0;0,809201643;0;0,281276732;0;1,450833028;0,705940532;0;0;0,207799797;1,258113925;-2,02796386;-1,310151237
3212;500;Daucus_sp;6;6;5;3;0,84509804;0,84509804;0,77815125;0,602059991;12220;Rouen;0,018419114;771;0,235074995;3,654395562;0,211558699;0,028791028;1684,894727;2281,189124;0,506973463;7,208258087;0,078681504;0,122251067;0,607026524;0,014480472;0,000128146;0,000256292;0;0;0,000384437;0;0;0;0;0;0,002306624;0,017812262;0;0;0;0;0,155953405;4,593;-2,390;-1,724;0,995;0,981105619;0,955253654;0;0;0;0;1,3148594;1,549383153;0;0,233546346;0;0;0;0;1,441669522;2,747146707;-2,008888494;0,202832708;0,731986319
3221;500;Jacobaea_vulgaris;7;7;7;4;0,903089987;0,903089987;0,903089987;0,698970004;11210;Rennes;0,327848419;686;0,103203662;0,585276282;0,798469687;0,055535152;158,1451492;195,2772861;0,397710286;1,471614644;0;0,43889927;0,190424618;0,000128146;0,000128146;0,077015609;0;0;0;0,165179901;0;0,092008665;0,000768875;0,003459936;0,026526175;0,004997685;0,000128146;0,000768875;0;0;0;0,887;2,428;2,218;0,101;0;1,66975695;1,181348118;0;0;0;0;0,781067743;0;0,270719918;0;1,472692042;0,76569844;0;0;0,060410767;1,192605563;-2,04744817;-1,333444685
3242;500;Achillea_millefolium;9;7;5;2;1;0,903089987;0,77815125;0,477121255;23000;Rennes;0,321774667;321;0,052177818;0,297223821;0,876049234;0,030514132;159,9564361;226,389899;0,631183625;0,470899133;0;0,29614488;0,14185737;0,000128146;0;0,079194087;0;0;0;0,272181621;0;0,129042793;0,001153312;0,003459936;0,071377195;0,003972519;0,00089702;0,001025166;0;0;0;-1,082;2,313;0,866;0,132;0;0,986497704;1,106057648;0;0;0;0,790059252;0,788302358;0;0,587879728;0;1,373038586;1,644582167;0;0;0,123994711;0,5454291;-1,93666477;-0,228567736
3245;500;Mentha_suaveolens;2;1;1;1;0,477121255;0,301029996;0,301029996;0,301029996;11210;Bayonne;0,396026436;1215;0,131931834;0,706333198;0,597447092;0,083541409;159,0014818;242,0576735;0,375898389;1,879053537;0,000128146;0,714797118;0,037931149;0;0;0;0;0;0;0,013070869;0;0,052796058;0;0,000128146;0,097134495;0,064713615;0,000384437;0,018581137;0;0,000128146;0;2,583;2,843;0,148;-2,320;1,26629818;1,549677917;1,05713957;1,271919678;0;0;0,519944166;0,948465774;0,407279029;0;0;0;0,488121048;0,813645567;0;1,230070186;2,235405342;1,937444101;0,187233563
19852;500;Centaurea_sp;14;11;8;3;1,176091259;1,079181246;0,954242509;0,602059991;31000;Besancon;0,412088823;0;0;0;;0;0;;1;0;0;0,071505341;0,025116571;0;0;0,001281458;0;0;0;0,004356956;0;0,009226496;0;0;0,806805783;0,048823539;0,032549026;0;0,000256292;0;0;-3,452;0,691;-3,018;-3,055;0;0;0;0;0;0;0;0,859023567;0;0;0;0;0;1,915513272;0;-1,017651186;-1,386423859;1,254977692;-1,202364485
3265;500;Achillea_millefolium;11;10;5;5;1,079181246;1,041392685;0,77815125;0,77815125;11240;Limoges;0,933196449;824;0,099489817;0,71094832;0,52360204;0,074282722;189,2510029;296,0362324;0,35784603;1,986743626;0;0,475548961;0,09457158;0;0,001153312;0,034599359;0,001665895;0;0,000128146;0;0;0,330744239;0,001537749;0,004741394;0,047798373;0,00666358;0,000256292;0;0;0;0,000128146;1,198;1,675;1,866;1,027;0,505426403;1,114409711;1,181965322;0;1,72688056;0;0;0,988393976;0;0,889400742;0;0;0,616418544;0;0;1,312268926;1,02548282;-0,485389494;1,09030914
3283;500;Achillea_millefolium;20;20;14;6;1,322219295;1,322219295;1,176091259;0,84509804;21000;Rennes;0,320586521;312;0,049853193;0,281618492;0,877866595;0,030917554;151,090878;192,1207648;0,617994455;0,455697441;0;0,274360099;0,140575912;0,000128146;0;0,11276828;0;0;0;0,268337247;0;0,118406694;0,001153312;0,003459936;0,074324548;0,00422881;0,000768875;0,001025166;0;0;0;-1,288;2,434;1,095;-0,076;0;1,04831334;1,017177848;0;0;0;0,160636055;0,682777718;0;0,057837071;0;1,584920893;1,590198135;0;0;-0,650545064;0,577440489;-2,103873008;-0,594780206
3308;500;Leucanthemum_sp;5;5;4;4;0,77815125;0,77815125;0,698970004;0,698970004;12220;Rouen;0,020353264;735;0,233584231;3,699062289;0,224997012;0,028794509;1741,167437;2274,896635;0,501502952;7,375953175;0,080988128;0,140704058;0,588317241;0,013711598;0,000128146;0,000256292;0;0;0,000384437;0;0;0;0;0;0,002562915;0,025501009;0;0;0;0;0,147111347;4,596;-2,315;-1,734;0,990;1,009277144;1,167633601;0;0;0;0;1,180364785;1,548697076;0;0,019802757;0;0;0;0;1,427052611;2,729182226;-1,88597431;0,118017142;0,699419453
3317;500;Cirsium_arvense;26;20;15;5;1,431363764;1,322219295;1,204119983;0,77815125;21000;Rennes;0,328299474;721;0,107432009;0,609775201;0,782047177;0,056335711;159,1745418;199,3835079;0,394670162;1,545024834;0;0,45043239;0,197857073;0,000128146;0,000128146;0,072274216;0;0;0;0,15518453;0;0,090214624;0,000384437;0,003459936;0,024091405;0,004997685;0,000128146;0,000768875;0;0;0;1,120;2,308;2,188;0,113;0;1,679373391;1,189900902;0;0;0;0;0,81626395;0;0,337296317;0;1,446309327;0,733447704;0;0;0,269188479;1,249538534;-2,025082646;-1,31664298
20716;500;Leucanthemum_sp;20;16;9;5;1,322219295;1,230448921;1;0,77815125;12100;Besancon;1,066402876;299;0,055406856;0,299173159;0,778906863;0,02505203;214,7102644;353,408058;0,534927519;0,559277936;0;0,428775754;0,046901353;0;0,003844373;0,064329178;0;0;0,000512583;0,018068554;0;0,409041305;0;0;0,023450676;0,002050332;0,00243477;0;0,000512583;0;0;-0,981;0,846;0,682;-0,157;0;0,75658097;1,123400851;0;1,10249471;0;1,628392766;0,667925704;0,357881736;0;0,058713739;0;1,400096403;0;0;0,252616239;1,665599886;1,084237555;2,021721303
3342;500;Jacobaea_vulgaris;10;10;6;4;1,041392685;1,041392685;0,84509804;0,698970004;11210;Rennes;0,328125457;699;0,105634131;0,599140288;0,791904409;0,055920523;158,7461356;196,8921689;0,394041538;1,520500327;0;0,445434705;0,194268991;0,000128146;0,000128146;0,074965277;0;0;0;0,16005407;0;0,091111644;0,000512583;0,003459936;0,024475843;0,004997685;0,000128146;0,000640729;0;0;0;1,013;2,357;2,220;0,114;0;1,676900096;1,187502037;0;0;0;0;0,803156234;0;0,289798424;0;1,458062325;0,734257838;0;0;0,177479923;1,240193926;-2,03516603;-1,313192312
3356;500;Daucus_sp;8;8;7;4;0,954242509;0,954242509;0,903089987;0,698970004;12400;Ajaccio;0,20099239;70;0,031715983;0,179901603;0,800139758;0,008661851;471,3967797;726,7025094;0,835983227;0,215197623;0,000128146;0,097262641;0,388537982;0,005253977;0;0;0;0;0;0;0;0,201829592;0;0,000640729;0,07458084;0;0,016915242;0,21490046;0;0;0;-0,519;-0,566;-2,964;0,074;0;0;0;0;0;0;1,099123021;0,788036011;0;0;1,012481498;0;1,218110164;0,048133441;0;-0,164433203;-1,481022147;0,922497231;0,36874271
3359;500;Daucus_sp;5;5;5;2;0,77815125;0,77815125;0,77815125;0,477121255;12400;Ajaccio;0,269435542;7;0,008916739;0,089270556;0,689682454;0,000441891;2719,105833;4297,487787;0,993380457;0,089865424;0;0,018452991;0,201317008;0,001794041;0;0;0;0;0;0;0;0,461196635;0;0,000384437;0,088164291;0;0,016146367;0,211953108;0,001025166;0;0;-1,634;-0,160;-4,450;-0,288;0;0;0;0;0;0;0;0,713098804;0;0;0;0,523544589;1,602868602;0;0;-1,440115554;-1,086166157;-1,024259655;-0,125562018
3372;500;Achillea_millefolium;5;5;4;3;0,77815125;0,77815125;0,698970004;0,602059991;12100;Paris;0,141564029;382;0,081337569;0,803626468;0,786603787;0,029855159;248,8127507;400,1780042;0,567241888;1,416726242;0,014480472;0,263083271;0,16761467;0,001922187;0;0;0;0;0;0;0;0,00243477;0;0;0,531164227;0,019734449;0;0;0;0;0;1,864;-1,078;-1,158;-1,899;0;1,357127866;0,274640793;0;0;0;1,541621855;0,580289509;0;1,613989797;0;0;0;0;0;1,677075732;-0,490611577;-0,568655092;-0,813936116
3387;500;Daucus_sp;7;7;7;6;0,903089987;0,903089987;0,903089987;0,84509804;31000;Mulhouse;0,552438996;1;0,000109174;0,000338439;1;0;85,195;;1;0,000338439;0;0,002306624;0,000768875;0;0;0;0;0;0;0;0;0,047670227;0;0;0,891253847;0,049079831;0,008970204;0;0;0;0;-3,803;-0,120;-2,525;-2,805;0;0;0;0;0;0;0;0;0;0;0;0;0;2,001567644;0;-1,902589988;-1,656452073;1,248582605;-1,59820105
3389;500;Foeniculum_vulgare;8;8;7;4;0,954242509;0,954242509;0,903089987;0,698970004;12400;Ajaccio;0,249370794;27;0,007571159;0,063487747;0,380793602;0,024536375;520,44;1120,198079;0,923499301;0,068746935;0;0,01153312;0,106232845;0,000512583;0;0;0;0;0;0;0;0,140063329;0;0,000768875;0,137115976;0;0,008842058;0,587035783;0,007304309;0;0,000128146;-1,518;0,121;-4,266;-1,355;0;0;0;0;0;0;0;0,356035158;0;0;0;0;1,254058815;0;0,289635986;-1,466603013;-1,993737294;-0,357818505;-0,127302912
3399;500;Achillea_millefolium;19;15;10;5;1,301029996;1,204119983;1,041392685;0,77815125;12220;Rennes;0,328336206;457;0,07572544;0,425519233;0,729125937;0,038302852;198,8213616;526,5291286;0,601046497;0,707963918;0;0,354707498;0,203367341;0,000640729;0,000256292;0,102388472;0;0;0,000768875;0,117253382;0;0,122891796;0,001153312;0,004100665;0,081628857;0,004741394;0,001281458;0,001025166;0;0;0,004613248;-0,157;1,869;0,362;1,765;0;1,41373588;1,044478661;0;0;0;1,473748028;1,000038382;0;0,714762286;0;0,245958295;1,354903508;0;0;1,530565654;0,558870472;-1,573055381;0,241056673
3414;500;Heracleum_sphondylium;18;17;13;4;1,278753601;1,255272505;1,146128036;0,698970004;11210;Paris;0,619946101;480;0,047529929;0,203588366;0,591264282;0,069469038;133,5693416;183,1277605;0,546490736;0,372537634;0;0,291275341;0,102388472;0;0,018324845;0,328053177;0;0;0;0;0;0,166845796;0;0;0,092264956;0,000384437;0;0;0;0;0;-0,886;-0,861;2,645;-2,174;0;1,451737783;1,572810788;0,092618189;0;0;0,646519398;0,794693239;0,730639579;0,299298077;0;1,26250886;0,540543086;0,41892674;0;0,262807002;2,994328402;0,8966019;-1,082492517
3419;500;Daucus_sp;12;10;5;3;1,113943352;1,041392685;0,77815125;0,602059991;11210;Paris;0,617144534;480;0,048245144;0,205752107;0,579598211;0,071743638;136,5007194;186,1067464;0,52925301;0,388759445;0;0,299989253;0,108155032;0;0,010892391;0,258598169;0;0;0;0,064072886;0;0,160438507;0;0;0,092905685;0,004869539;0;0;0;0;0;-0,956;-0,351;2,907;-1,783;0;1,218397838;1,384392773;0,886822275;0;0;0,389990254;0,682689866;0,393668223;0,299298077;0;1,648158067;0,012626813;0,561304853;0;-0,488140872;2,904604054;0,98475222;-1,576600479
3433;500;Achillea_millefolium;19;15;9;6;1,301029996;1,204119983;1;0,84509804;21000;Rennes;0,319122149;57;0,016697117;0,096651216;0,78967204;0,006565815;342,6909061;501,2743234;0,882456085;0,109525242;0;0,075990443;0,114049737;0,000768875;0,001922187;0,272950495;0,000128146;0;0,012942723;0,227715038;0;0,151340157;0,000384437;0,014480472;0,09123979;0,011917557;0,001409603;0,001025166;0;0;0,021656636;-3,376;1,089;-0,859;3,194;0;0;0,445347956;0;0;0;0,421703109;0,536754679;0;0;0;1,762765562;1,524897257;0;0,706793142;-1,724725335;-0,960499638;-1,39487673;-0,183480671
3454;500;Buddleja_davidii;3;3;1;3;0,602059991;0,602059991;0,301029996;0,602059991;11210;Bordeaux;0,313657608;243;0,038721964;0,180395024;0,771625646;0,038038459;193,9338325;354,2195459;0,658231746;0,274060048;0;0,268721685;0,119560006;0;0,021144052;0,000128146;0,002819207;0;0,00576656;0,021015907;0;0,081757003;0,000128146;0,167870962;0,052155329;0,253728629;0,004869539;0;0;0;0;-1,531;1,710;0,320;1,808;0;0,950202298;1,159513552;0,421112642;0,338655074;0,708628201;0,056899589;0,79130756;0,017029685;0;0;1,094985282;1,434067319;1,463869667;0;-2,288971961;2,839396603;1,485120318;1,951375631
3459;500;Daucus_sp;24;16;13;4;1,397940009;1,230448921;1,146128036;0,698970004;21000;Rennes;0,318018275;56;0,01612474;0,091039942;0,733527758;0,006399998;322,8274358;459,4903676;0,885129517;0,102854939;0;0,071633487;0,104310659;0,000768875;0,001922187;0,260007772;0,000256292;0;0,014096035;0,248602798;0;0,158772612;0,000256292;0,016146367;0,089189458;0,011276828;0,001025166;0,001025166;0;0;0,020247032;-3,386;0,928;-0,813;3,101;0;0;0,18712454;0;0;0;0;0,548459063;0;0;0;1,796609402;1,51661387;0;0,582797157;-2,057371555;-0,922693663;-1,431816437;-0,525488817
3461;500;Leucanthemum_sp;7;7;6;4;0,903089987;0,903089987;0,84509804;0,698970004;12100;Paris;0,075199535;1105;0,267890756;4,107606667;0,326354424;0,046778895;834,9096575;1999,975904;0,437572094;9,387268352;0,196703761;0,179275936;0,563841399;0,054846391;0;0,000128146;0;0;0;0;0,002306624;0,002306624;0;0;0,001537749;0;0;0;0;0;0;5,194;-3,180;-0,372;0,066;1,496686324;0,930976129;0;0;0;0;1,322573289;1,398222286;0;1,265178619;0;0;0;0;0;3,253429651;-1,3696122;-0,070501129;0,356914846
3465;500;Cirsium_arvense;13;12;7;6;1,146128036;1,113943352;0,903089987;0,84509804;23000;Rennes;0,322871896;104;0,025431138;0,143388214;0,880061495;0,011460957;294,0351709;887,1602745;0,8460611;0,169477374;0;0,124942128;0,140063329;0,000768875;0,00089702;0,288840571;0;0;0,005253977;0,151212011;0;0,145573597;0,000384437;0,007432455;0,09457158;0,012558286;0,001409603;0,001409603;0;0;0,024347697;-2,621;1,440;-0,905;2,705;0;0;0,718464754;0;0;0;1,132404238;0,512095843;0;0;0;1,626198442;1,536464383;0;0,821986646;-1,359410762;-0,961245097;-1,322836661;0,167940093
3468;500;Daucus_sp;10;10;8;5;1,041392685;1,041392685;0,954242509;0,77815125;12400;Ajaccio;0,232948858;43;0,032022973;0,183554366;0,82318433;0,00435972;804,7141177;903,2524697;0,855286178;0,214611636;0;0,048695394;0,373416781;0,006022851;0;0;0;0;0;0;0;0,234506763;0;0,001025166;0,149546116;0;0,016787096;0,166845796;0,003075499;0;0;-0,974;0,273;-4,027;-0,229;0;0;0;0;0;0;0,306622723;0,817043059;0;0;0;0;0,85251707;1,065041162;0;-0,914337649;-1,369707639;0,478008083;-0,265051282
